"标识","编码","名称","上级"
"1306050300","13060503","阅读机","复印、阅读设备"
"1307010200","13070102","立式车床","车床设备"
"1307020100","13070201","钻床","钻床设备"
"1307020300","13070203","其它钻","钻床设备"
"1307040100","13070401","磨床","磨、镗床设备"
"1307040400","13070404","平面磨床","磨、镗床设备"
"1307060000","130706","刨、插、锉床设备","加工机械"
"1307070000","130707","其它机床设备","加工机械"
"1307070100","13070701","数控机床","其它机床设备"
"1307080100","13070801","机械压力机","机械压力设备"
"1307090200","13070902","水压机","液压设备"
"1307110100","13071101","剪版机","剪切设备"
"1307130200","13071302","点焊机","电焊设备"
"1307140000","130714","气焊设备","加工机械"
"1307140300","13071403","仿型切割机","气焊设备"
"1307150000","130715","木工机械","加工机械"
"1307150300","13071503","压刨机","木工机械"
"1307150500","13071505","开榫机","木工机械"
"1307170000","130717","金工机械","加工机械"
"1307190200","13071902","星绞机","电信电缆加工设备"
"1307190400","13071904","挤压机","电信电缆加工设备"
"1307200100","13072001","水泥管道加工设备","水泥管道加工设备"
"1307220200","13072202","电镀机","其它加工机械设备"
"1307220300","13072203","服装加工机","其它加工机械设备"
"1308000000","1308","医疗、卫生设备","其他设备"
"1308010000","130801","医疗设备","医疗、卫生设备"
"1308010100","13080101","心电图机","医疗设备"
"1308010300","13080103","骨质增生治疗仪","医疗设备"
"1308020000","130802","光、电射线医疗设备","医疗、卫生设备"
"1308020200","13080202","激光医疗机","光、电射线医疗设备"
"1308020300","13080203","电波医疗机","光、电射线医疗设备"
"1308020600","13080206","图象记录仪","光、电射线医疗设备"
"1308020700","13080207","电脑康复治疗机","光、电射线医疗设备"
"1308030000","130803","医疗手术设备","医疗、卫生设备"
"1308030200","13080302","手术床椅","医疗手术设备"
"1308030300","13080303","牙医疗机","医疗手术设备"
"1308030400","13080304","牙激光治疗仪","医疗手术设备"
"1308030500","13080305","超声波洗牙机","医疗手术设备"
"1308040000","130804","医疗监护设备","医疗、卫生设备"
"1308050300","13080503","干洗机","卫生设备"
"1308050400","13080504","热水器","卫生设备"
"1308050600","13080506","调剂台","卫生设备"
"1308050700","13080507","其他","卫生设备"
"1309010000","130901","冷冻设备","冷冻设备"
"1309010200","13090102","制冷机","冷冻设备"
"1309010500","13090105","保鲜柜","冷冻设备"
"1309010600","13090106","电冰箱","冷冻设备"
"1310010000","131001","干燥箱设备","干燥设备"
"1311000000","1311","计量设备","其他设备"
"1312010100","13120101","洗碗机","炊事设备"
"1312010200","13120102","排烟罩","炊事设备"
"1312010300","13120103","中餐灶","炊事设备"
"1312010600","13120106","开水炉","炊事设备"
"101010400","1010104","四次群光终端机","PDH传输系统"
"102010205","102010205","以太接口板","STM-1 分插复用设备（ADM）"
"102040100","1020401","STM-64终端复用设备（TM）","SDH/MSTP 10Gb/s传输设备"
"105010600","1050106","光纤放大器","其它光缆设备"
"108030000","10803","同步网附属设备","时钟同步网"
"113000000","113","电缆","有线传输设备"
"114010200","1140102","铜包钢线","线条"
"102010100","1020101","STM-1 终端复用设备（TM）","SDH/MSTP 155Mb/s传输设备"
"102020302","102020302","线路盘","STM-4中继设备（REG）"
"102010000","10201","SDH/MSTP 155Mb/s传输设备","光纤同步数字体系（SDH/MSTP）传输网"
"108010400","1080104","全球定位系统接收设备（GPS)","同步网时钟设备"
"102020205","102020205","以太接口板","STM-4分插复用设备（ADM）"
"102010300","1020103","STM-1中继设备（REG）","SDH/MSTP 155Mb/s传输设备"
"106010700","1060107","保护倒换架","其他附属设备"
"113020100","1130201","低频对称电缆","对称电缆"
"106010200","1060102","光纤分配架（ODF）","其他附属设备"
"104010202","104010202","合波、分波单元","光分插复用设备（OADM）"
"301010205","301010205","网络板","集装箱长途电话交换设备"
"302010601","302010601","基本架","程控市内电话汇接设备"
"303020000","30302","节点/接口设备","电话网附属系统"
"303051400","3030514","IP-PBX用户小交换机","其它附属设备"
"305011000","3050110","SDP打印终端","智能业务数据点（SDP）"
"305080500","3050805","防火墙","智能IP外设"
"307080000","30708","SHLR","软交换系统设备"
"307060000","30706","软交换路由设备","软交换系统设备"
"308090200","3080902","其他设备","IMS其他附属设备"
"302010000","30201","本地数字程控交换","本地电话网"
"201050600","2010506","本地维护终端（LCT）","微波配套设备"
"202030000","20203","下行通信设备","卫星通信系统"
"203030000","20303","短波电台配套设备","短波通信系统"
"202010000","20201","天线设备","卫星通信系统"
"204010100","2040101","特高频通信机（收发信）","特高频通信设备"
"201040100","2010401","数字微波收发信系统","SDH数字微波通信系统"
"506010300","5060103","光纤通道交换机","组网设备"
"507010101","507010101","路由器机框","路由器"
"508010102","508010102","路由器板卡","路由器"
"508010200","5080102","局域网交换机","组网设备"
"505010800","5050108","时隙复用设备","组网设备"
"505010301","505010301","光纤通道交换机机框","光纤通道交换机"
"504010400","5040104","线路复用设备","组网设备"
"508010600","5080106","协议转换器","组网设备"
"501010601","501010601","协议转换器机框","协议转换器"
"102040500","1020405","公务设备","SDH/MSTP 10Gb/s传输设备"
"102050101","102050101","基本架","STM-256终端复用设备（TM）"
"102050302","102050302","支路盘","STM-256分插复用设备（ADM）"
"102060100","1020601","MSAP局端设备","MSAP局端设备"
"103010201","103010201","基本架","DXC扩展架"
"104010100","1040101","终端设备（TM）","WDM设备"
"104010303","104010303","波长转换器","光中继设备（REG）"
"105000000","105","其它光缆设备","有线传输设备"
"105010700","1050107","光路自动转换切换设备","其它光缆设备"
"106010800","1060108","音频调线架（VDF）","其他附属设备"
"106011400","1060114","集中维护业务告警控制器","其他附属设备"
"107010000","10701","PDH监控设备","传输监控、网管设备"
"107020400","1070204","远程维护终端设备（X-Ter）","SDH/MSTP/ASON网络管理系统"
"107050000","10705","传输集中网管设备","传输监控、网管设备"
"108020200","1080202","省网管（SRM）","同步网监控管理系统"
"109010300","1090103","二级时间服务器","时间同步服务器"
"110030100","1100301","载波机","同轴电缆载波设备"
"111020100","1110201","多模通信光缆","多模通信光缆"
"111040100","1110401","光缆巡检系统","光缆巡检系统"
"112000000","112","海缆","有线传输设备"
"112010300","1120103","单铠轻缆（SAL）","海底光缆"
"112030300","1120303","分插复用设备（ADM/NPE）","海缆系统设备"
"112030900","1120309","列头柜及其监控系统","海缆系统设备"
"113020000","11302","对称电缆","电缆"
"113030000","11303","同轴电缆","电缆"
"113040100","1130401","电缆充气设备","电缆配套设备"
"113040900","1130409","线路用户集线器","电缆配套设备"
"114000000","114","架空明线","有线传输设备"
"115010100","1150101","水泥管道","电信管道"
"115010500","1150105","硅芯塑料管道","电信管道"
"115030000","11503","管道配套设备","电信管道及杆路"
"1307030100","13070301","铣床","铣床设备"
"1307170100","13071701","金工机械","金工机械"
"1308040100","13080401","心脏监示机","医疗监护设备"
"1307060500","13070605","滚床","刨、插、锉床设备"
"1307080200","13070802","冲床","机械压力设备"
"1307120000","130712","弯曲校直设备","加工机械"
"1307130100","13071301","电焊机","电焊设备"
"1307150100","13071501","带锯机","木工机械"
"1307180100","13071801","裸线线条加工设备","裸线线条加工设备"
"1307190300","13071903","成缆机","电信电缆加工设备"
"1312011500","13120115","电蒸箱","炊事设备"
"1312020100","13120201","包饺子机","食品加工机械"
"1312020800","13120208","削面机","食品加工机械"
"1312021100","13120211","打蛋机","食品加工机械"
"1304000000","1304","起重机械","其他设备"
"1310000000","1310","干燥设备","其他设备"
"1302040000","130204","混凝土震动机械","建筑安装机械"
"1302110000","130211","拖拉机","建筑安装机械"
"1307050000","130705","切断机床设备","加工机械"
"1307130000","130713","电焊设备","加工机械"
"1307220000","130722","其它加工机械设备","加工机械"
"1311010000","131101","计量衡器设备","计量设备"
"1304050000","130405","简易式起重设备","起重机械"
"1302010100","13020101","混凝土吊罐","混凝土和灰浆机械"
"1302020500","13020205","其它混凝土搅拌机","混凝土和灰浆搅拌机"
"1302060300","13020603","开沟铺管机","挖掘机"
"1302100300","13021003","轮便压实机","冲击作用压实机"
"1303010500","13030105","吹干机","小型通用机具"
"1305020100","13050201","滚筒传动运输机","滚筒传动运输设备"
"1306010600","13060106","特种印刷机","印刷设备"
"1306020700","13060207","其它装订机","装订设备"
"1306050200","13060502","缩微摄影机","复印、阅读设备"
"1307010500","13070105","仪表车床","车床设备"
"1307040500","13070405","其它磨床","磨、镗床设备"
"1307060400","13070604","龙门刨床","刨、插、锉床设备"
